YardLine,PenaltyTeam,PenaltyType,Referee,TeamType
20,BAL,NEUTRAL ZONE INFRACTION,Walt Anderson,Defense
69,IND,FALSE START,Walt Anderson,Offense
53,BAL,DEFENSIVE OFFSIDE,Tony Corrente,Defense
34,IND,OFFENSIVE HOLDING,Tony Corrente,Offense
56,IND,DEFENSIVE HOLDING,Tony Corrente,Defense
63,IND,DEFENSIVE PASS INTERFERENCE,Tony Corrente,Defense
74,BAL,DEFENSIVE OFFSIDE,Tony Corrente,Defense
78,BAL,FALSE START,Tony Corrente,Offense
46,BAL,FALSE START,Tony Corrente,Offense
41,BAL,DEFENSIVE OFFSIDE,Tony Corrente,Defense
27,JAX,OFFENSIVE PASS INTERFERENCE,Tony Corrente,Offense
15,BAL,OFFENSIVE HOLDING,Tony Corrente,Offense
29,BAL,OFFENSIVE HOLDING,Tony Corrente,Defense
62,BAL,OFFENSIVE HOLDING,Tony Corrente,Offense
11,JAX,INELIGIBLE DOWNFIELD PASS,Tony Corrente,Offense
7,JAX,ILLEGAL MOTION,Tony Corrente,Offense
39,BAL,OFFENSIVE HOLDING,Tony Corrente,Offense
26,BAL,OFFENSIVE HOLDING,Tony Corrente,Offense
35,BAL,OFFENSIVE OFFSIDE,Tony Corrente,Offense
20,JAX,PERSONAL FOUL,Tony Corrente,Defense
60,JAX,FALSE START,Tony Corrente,Offense
37,JAX,ILLEGAL FORWARD PASS,Tony Corrente,Offense
14,BAL,FALSE START,Tony Corrente,Offense
31,BAL,FALSE START,Tony Corrente,Offense
69,BAL,DELAY OF GAME,Tony Corrente,Offense
9,JAX,DEFENSIVE PASS INTERFERENCE,Tony Corrente,Defense
57,JAX,DEFENSIVE HOLDING,Tony Corrente,Defense
24,JAX,ILLEGAL BLOCK ABOVE THE WAIST,Pete Morelli,Defense
45,JAX,FALSE START,Pete Morelli,Offense
75,BAL,DEFENSIVE HOLDING,Pete Morelli,Defense
17,JAX,DELAY OF GAME,Pete Morelli,Offense
51,BAL,FACE MASK (15 YARDS),Pete Morelli,Defense
12,BAL,ILLEGAL BLOCK ABOVE THE WAIST,Pete Morelli,Defense
59,BAL,DEFENSIVE PASS INTERFERENCE,Pete Morelli,Defense
9,BAL,ILLEGAL BLOCK ABOVE THE WAIST,Pete Morelli,Defense
61,BAL,UNNECESSARY ROUGHNESS,Pete Morelli,Defense
26,BAL,UNNECESSARY ROUGHNESS,Pete Morelli,Defense
6,BAL,UNNECESSARY ROUGHNESS,Pete Morelli,Defense
66,BAL,ILLEGAL CONTACT,Pete Morelli,Defense
54,JAX,OFFENSIVE HOLDING,Pete Morelli,Offense
86,JAX,DEFENSIVE HOLDING,Pete Morelli,Defense
39,BAL,FALSE START,Gene Steratore,Offense
14,JAX,ILLEGAL BLOCK ABOVE THE WAIST,Gene Steratore,Defense
19,JAX,ILLEGAL USE OF HANDS,Gene Steratore,Defense
48,JAX,OFFENSIVE HOLDING,Gene Steratore,Offense
43,BAL,DEFENSIVE OFFSIDE,Gene Steratore,Defense
61,JAX,UNSPORTSMANLIKE CONDUCT,Gene Steratore,Defense
79,JAX,UNNECESSARY ROUGHNESS,Gene Steratore,Defense
24,BAL,FALSE START,Gene Steratore,Offense
24,JAX,OFFENSIVE HOLDING,Gene Steratore,Offense
49,BAL,OFFENSIVE HOLDING,Gene Steratore,Offense
32,JAX,ROUGHING THE PASSER,Gene Steratore,Defense
26,BAL,ILLEGAL USE OF HANDS,Gene Steratore,Defense
25,BAL,OFFENSIVE HOLDING,Gene Steratore,Offense
45,BAL,OFFENSIVE HOLDING,Gene Steratore,Defense
25,BAL,OFFENSIVE HOLDING,Gene Steratore,Offense
44,BAL,ILLEGAL BLOCK ABOVE THE WAIST,Gene Steratore,Defense
30,BAL,UNSPORTSMANLIKE CONDUCT,Gene Steratore,Offense
25,BAL,ILLEGAL CONTACT,Pete Morelli,Defense
25,JAX,UNNECESSARY ROUGHNESS,Pete Morelli,Defense
43,BAL,ILLEGAL USE OF HANDS,Pete Morelli,Offense
17,BAL,ENCROACHMENT,Pete Morelli,Defense
35,BAL,UNNECESSARY ROUGHNESS,Pete Morelli,Defense
33,BAL,OFFENSIVE PASS INTERFERENCE,Pete Morelli,Offense
25,BAL,ILLEGAL MOTION,Pete Morelli,Offense
60,JAX,FALSE START,Pete Morelli,Offense
24,BAL,NEUTRAL ZONE INFRACTION,Pete Morelli,Defense
27,JAX,DEFENSIVE OFFSIDE,Pete Morelli,Defense
40,JAX,NEUTRAL ZONE INFRACTION,Pete Morelli,Defense
25,JAX,OFFENSIVE HOLDING,Pete Morelli,Offense
35,JAX,ILLEGAL FORMATION,Pete Morelli,Offense
40,JAX,ILLEGAL SHIFT,Pete Morelli,Offense
74,JAX,OFFENSIVE HOLDING,Pete Morelli,Offense
57,JAX,DEFENSIVE 12 ON-FIELD,Pete Morelli,Defense
33,BAL,ILLEGAL TOUCH KICK,Pete Morelli,Offense
29,BAL,OFFENSIVE HOLDING,Pete Morelli,Offense
85,BAL,UNSPORTSMANLIKE CONDUCT,Pete Morelli,Defense
53,BAL,DEFENSIVE PASS INTERFERENCE,Pete Morelli,Defense
67,JAX,OFFENSIVE HOLDING,Pete Morelli,Offense
23,KC,FALSE START,Jeff Triplette,Offense
41,BAL,OFFENSIVE PASS INTERFERENCE,Jeff Triplette,Offense
32,BAL,UNNECESSARY ROUGHNESS,Jeff Triplette,Defense
20,KC,DELAY OF GAME,Jeff Triplette,Offense
48,BAL,CLIPPING,Jeff Triplette,Offense
27,BAL,FALSE START,Jeff Triplette,Offense
30,KC,RUNNING INTO THE KICKER,Jeff Triplette,Defense
22,BAL,FALSE START,Jeff Triplette,Offense
30,KC,UNNECESSARY ROUGHNESS,Jeff Triplette,Defense
85,BAL,DEFENSIVE OFFSIDE,Jeff Triplette,Defense
62,KC,UNSPORTSMANLIKE CONDUCT,Jeff Triplette,Offense
35,KC,ILLEGAL BLOCK ABOVE THE WAIST,Jeff Triplette,Defense
35,BAL,OFFENSIVE HOLDING,Jeff Triplette,Defense
18,KC,OFFENSIVE PASS INTERFERENCE,Jeff Triplette,Offense
44,BAL,ILLEGAL CONTACT,Walt Anderson,Defense
51,LAC,DEFENSIVE HOLDING,Walt Anderson,Defense
76,BAL,DEFENSIVE PASS INTERFERENCE,Walt Anderson,Defense
36,LAC,FALSE START,Walt Anderson,Offense
41,BAL,DEFENSIVE OFFSIDE,Walt Anderson,Defense
72,BAL,DEFENSIVE HOLDING,Walt Anderson,Defense
31,BAL,ILLEGAL BLOCK ABOVE THE WAIST,Walt Anderson,Defense
61,LAC,ROUGHING THE PASSER,Walt Anderson,Defense
90,BAL,DELAY OF GAME,Walt Anderson,Offense
28,BAL,ENCROACHMENT,Walt Anderson,Defense
61,LAC,DEFENSIVE PASS INTERFERENCE,Walt Anderson,Defense
46,BAL,DEFENSIVE OFFSIDE,Walt Anderson,Defense
35,LAC,OFFSIDE ON FREE KICK,Walt Anderson,Offense
32,LAC,FALSE START,Walt Anderson,Offense
84,BAL,ILLEGAL USE OF HANDS,Walt Anderson,Offense
32,BAL,DEFENSIVE OFFSIDE,Walt Anderson,Defense
73,BAL,DEFENSIVE HOLDING,Walt Anderson,Defense
83,BAL,DEFENSIVE OFFSIDE,Walt Anderson,Defense
81,LAC,DEFENSIVE OFFSIDE,Walt Anderson,Defense
29,BAL,ILLEGAL USE OF HANDS,Walt Anderson,Defense
61,BAL,ILLEGAL USE OF HANDS,Walt Anderson,Defense
21,BAL,INELIGIBLE DOWNFIELD PASS,Walt Anderson,Offense
19,LAC,OFFENSIVE HOLDING,Walt Anderson,Offense
76,LAC,DEFENSIVE PASS INTERFERENCE,Walt Anderson,Defense
49,BAL,ILLEGAL SHIFT,Walt Anderson,Offense
99,BAL,FALSE START,Gene Steratore,Offense
74,LAC,FALSE START,Gene Steratore,Offense
41,BAL,DEFENSIVE PASS INTERFERENCE,Gene Steratore,Defense
57,LAC,DEFENSIVE PASS INTERFERENCE,Gene Steratore,Defense
55,LAC,ILLEGAL FORMATION,Gene Steratore,Offense
25,LAC,UNSPORTSMANLIKE CONDUCT,Gene Steratore,Defense
91,BAL,DEFENSIVE PASS INTERFERENCE,Gene Steratore,Defense
54,LAC,DELAY OF GAME,Gene Steratore,Offense
8,BAL,OFFENSIVE HOLDING,Gene Steratore,Offense
56,LAC,TAUNTING,Gene Steratore,Defense
37,BAL,UNNECESSARY ROUGHNESS,Gene Steratore,Defense
79,BAL,OFFENSIVE HOLDING,Gene Steratore,Offense
61,BAL,DEFENSIVE PASS INTERFERENCE,Gene Steratore,Defense
37,LAR,INVALID FAIR CATCH SIGNAL,Tony Corrente,Defense
68,BAL,OFFENSIVE HOLDING,Tony Corrente,Offense
86,LAR,DEFENSIVE 12 ON-FIELD,Tony Corrente,Defense
25,BAL,INELIGIBLE DOWNFIELD KICK,Tony Corrente,Offense
45,LAR,FALSE START,Tony Corrente,Offense
44,BAL,TRIPPING,Tony Corrente,Offense
50,LAR,INELIGIBLE DOWNFIELD KICK,Tony Corrente,Offense
16,BAL,OFFENSIVE HOLDING,Tony Corrente,Offense
26,LAR,FALSE START,Tony Corrente,Offense
51,LAR,ILLEGAL BLOCK ABOVE THE WAIST,Tony Corrente,Offense
25,BAL,OFFENSIVE HOLDING,Tony Corrente,Defense
41,BAL,DEFENSIVE OFFSIDE,Tony Corrente,Defense
23,BAL,ROUGHING THE PASSER,Tony Corrente,Defense
21,BAL,DEFENSIVE PASS INTERFERENCE,Tony Corrente,Defense
41,BAL,DEFENSIVE PASS INTERFERENCE,Tony Corrente,Defense
37,BAL,OFFENSIVE PASS INTERFERENCE,Tony Corrente,Offense
33,LAR,OFFENSIVE HOLDING,Tony Corrente,Offense
29,MIA,INELIGIBLE DOWNFIELD PASS,John Parry,Offense
94,MIA,FALSE START,John Parry,Offense
29,BAL,ILLEGAL FORMATION,John Parry,Offense
51,BAL,NEUTRAL ZONE INFRACTION,John Parry,Defense
49,MIA,DEFENSIVE HOLDING,John Parry,Defense
80,BAL,INELIGIBLE DOWNFIELD PASS,John Parry,Offense
42,MIA,INELIGIBLE DOWNFIELD PASS,John Parry,Offense
20,MIA,FALSE START,John Parry,Offense
34,MIA,FALSE START,John Parry,Offense
93,BAL,NEUTRAL ZONE INFRACTION,John Parry,Defense
39,BAL,OFFENSIVE HOLDING,John Parry,Defense
24,BAL,ILLEGAL BLOCK ABOVE THE WAIST,John Parry,Defense
40,MIA,INELIGIBLE DOWNFIELD KICK,John Parry,Offense
21,BAL,FALSE START,John Parry,Offense
63,BAL,DEFENSIVE OFFSIDE,John Parry,Defense
13,MIA,OFFENSIVE PASS INTERFERENCE,John Parry,Offense
85,BAL,DEFENSIVE OFFSIDE,John Parry,Defense
33,BAL,OFFENSIVE HOLDING,John Parry,Offense
48,MIA,ILLEGAL USE OF HANDS,John Parry,Offense
15,MIA,ILLEGAL BLOCK ABOVE THE WAIST,John Parry,Defense
60,BAL,OFFENSIVE HOLDING,John Parry,Offense
44,MIA,DEFENSIVE OFFSIDE,John Parry,Defense
66,MIA,DEFENSIVE OFFSIDE,John Parry,Defense
21,BAL,OFFENSIVE HOLDING,John Parry,Defense
41,MIA,FALSE START,John Parry,Offense
48,BAL,OFFENSIVE PASS INTERFERENCE,John Parry,Offense
38,BAL,TAUNTING,Carl Cheffers,Defense
33,MIA,FALSE START,Carl Cheffers,Offense
38,BAL,DEFENSIVE PASS INTERFERENCE,Carl Cheffers,Defense
48,MIA,TAUNTING,Carl Cheffers,Offense
81,MIA,OFFENSIVE HOLDING,Carl Cheffers,Offense
28,BAL,DEFENSIVE OFFSIDE,Carl Cheffers,Defense
21,MIA,OFFENSIVE HOLDING,Carl Cheffers,Offense
24,MIA,FACE MASK (15 YARDS),Carl Cheffers,Offense
85,MIA,DEFENSIVE HOLDING,Carl Cheffers,Defense
69,MIA,FALSE START,Carl Cheffers,Offense
48,BAL,ILLEGAL BLOCK ABOVE THE WAIST,Carl Cheffers,Defense
35,BAL,ILLEGAL USE OF HANDS,Carl Cheffers,Offense
91,BAL,FALSE START,Carl Cheffers,Offense
42,BAL,OFFENSIVE HOLDING,Carl Cheffers,Offense
21,BAL,ILLEGAL BLOCK ABOVE THE WAIST,Carl Cheffers,Defense
24,MIA,FALSE START,Carl Cheffers,Offense
25,MIA,FALSE START,John Parry,Offense
38,MIA,NEUTRAL ZONE INFRACTION,John Parry,Defense
41,BAL,DEFENSIVE PASS INTERFERENCE,John Parry,Defense
69,BAL,FALSE START,John Parry,Offense
90,MIA,DEFENSIVE OFFSIDE,John Parry,Defense
97,MIA,DEFENSIVE OFFSIDE,John Parry,Defense
6,MIA,ILLEGAL FORMATION,John Parry,Offense
49,MIA,UNNECESSARY ROUGHNESS,John Parry,Defense
80,MIA,UNNECESSARY ROUGHNESS,John Parry,Defense
33,MIA,FALSE START,John Parry,Offense
25,BAL,HORSE COLLAR TACKLE,John Parry,Defense
43,BAL,FALSE START,John Parry,Offense
66,MIA,DEFENSIVE 12 ON-FIELD,John Parry,Defense
31,BAL,ILLEGAL BLOCK ABOVE THE WAIST,John Parry,Defense
98,BAL,ILLEGAL FORMATION,John Parry,Offense
29,BAL,ILLEGAL FORMATION,John Parry,Offense
88,BAL,FALSE START,Carl Cheffers,Offense
39,BAL,FALSE START,Carl Cheffers,Offense
27,MIN,ROUGHING THE PASSER,Carl Cheffers,Defense
80,MIN,OFFENSIVE PASS INTERFERENCE,Carl Cheffers,Offense
55,BAL,ILLEGAL USE OF HANDS,Carl Cheffers,Defense
86,MIN,FALSE START,Carl Cheffers,Offense
43,MIN,DEFENSIVE OFFSIDE,Carl Cheffers,Defense
35,MIN,UNNECESSARY ROUGHNESS,Carl Cheffers,Defense
30,BAL,FALSE START,NA,Offense
41,BAL,ILLEGAL FORMATION,NA,Offense
55,NE,OFFENSIVE HOLDING,NA,Offense
29,BAL,ILLEGAL USE OF HANDS,NA,Offense
66,NE,DEFENSIVE PASS INTERFERENCE,NA,Defense
3,NE,NEUTRAL ZONE INFRACTION,NA,Defense
75,NE,DEFENSIVE PASS INTERFERENCE,NA,Defense
65,BAL,DEFENSIVE PASS INTERFERENCE,NA,Defense
50,BAL,ILLEGAL CONTACT,NA,Defense
61,NE,ILLEGAL SHIFT,NA,Offense
35,BAL,ILLEGAL USE OF HANDS,NA,Defense
46,NE,FALSE START,NA,Offense
45,NE,OFFENSIVE HOLDING,NA,Offense
58,NE,OFFENSIVE HOLDING,NA,Offense
58,BAL,RUNNING INTO THE KICKER,NA,Defense
63,NE,FALSE START,NA,Offense
58,NE,ILLEGAL TOUCH KICK,NA,Offense
84,BAL,PERSONAL FOUL,NA,Defense
27,BAL,PERSONAL FOUL,NA,Defense
59,BAL,FALSE START,Ed Hochuli,Offense
17,NE,OFFENSIVE HOLDING,Ed Hochuli,Offense
24,NE,UNNECESSARY ROUGHNESS,Ed Hochuli,Defense
26,NE,OFFENSIVE HOLDING,Ed Hochuli,Defense
35,BAL,OFFENSIVE HOLDING,Ed Hochuli,Defense
34,BAL,OFFENSIVE HOLDING,Ed Hochuli,Offense
30,BAL,ILLEGAL MOTION,Ed Hochuli,Offense
39,BAL,FALSE START,Ed Hochuli,Offense
49,BAL,FALSE START,Ed Hochuli,Offense
46,BAL,DEFENSIVE HOLDING,Ed Hochuli,Defense
34,BAL,FALSE START,Ed Hochuli,Offense
69,NE,INTENTIONAL GROUNDING,Ed Hochuli,Offense
78,NE,ILLEGAL SHIFT,Ed Hochuli,Offense
45,NE,OFFENSIVE HOLDING,Ed Hochuli,Offense
35,NO,OFFENSIVE HOLDING,NA,Offense
39,BAL,ROUGHING THE PASSER,NA,Defense
43,NO,OFFENSIVE HOLDING,NA,Offense
30,BAL,OFFENSIVE HOLDING,NA,Defense
63,NO,ILLEGAL SHIFT,NA,Offense
65,NO,FACE MASK (15 YARDS),NA,Defense
81,BAL,FALSE START,NA,Offense
32,NO,PERSONAL FOUL,NA,Defense
66,BAL,ILLEGAL USE OF HANDS,NA,Offense
66,BAL,INELIGIBLE DOWNFIELD PASS,NA,Offense
31,BAL,HORSE COLLAR TACKLE,NA,Defense
99,NO,FALSE START,NA,Offense
24,BAL,ILLEGAL USE OF HANDS,NA,Defense
50,NO,DEFENSIVE PASS INTERFERENCE,John Parry,Defense
98,NO,ILLEGAL CONTACT,John Parry,Defense
46,NO,FALSE START,John Parry,Offense
95,BAL,DEFENSIVE PASS INTERFERENCE,John Parry,Defense
14,NO,DEFENSIVE PASS INTERFERENCE,John Parry,Defense
19,NO,FACE MASK (15 YARDS),John Parry,Defense
50,NO,DEFENSIVE OFFSIDE,John Parry,Defense
16,BAL,DEFENSIVE PASS INTERFERENCE,John Parry,Defense
74,BAL,ENCROACHMENT,John Parry,Defense
85,BAL,UNNECESSARY ROUGHNESS,John Parry,Defense
72,NO,DELAY OF GAME,John Parry,Offense
85,BAL,DEFENSIVE OFFSIDE,John Parry,Defense
27,BAL,FALSE START,Jeff Triplette,Offense
52,BAL,ILLEGAL FORMATION,Jeff Triplette,Offense
90,BAL,FALSE START,Jeff Triplette,Offense
27,BAL,OFFENSIVE HOLDING,Jeff Triplette,Defense
16,NYG,DEFENSIVE OFFSIDE,Jeff Triplette,Defense
25,NYG,FACE MASK (15 YARDS),Jeff Triplette,Defense
66,BAL,OFFENSIVE HOLDING,Jeff Triplette,Offense
73,BAL,OFFENSIVE HOLDING,Jeff Triplette,Offense
37,BAL,OFFENSIVE HOLDING,Jeff Triplette,Offense
28,NYG,DEFENSIVE PASS INTERFERENCE,Jeff Triplette,Defense
47,BAL,OFFENSIVE HOLDING,Jeff Triplette,Offense
53,BAL,DELAY OF GAME,Jeff Triplette,Offense
61,NYG,ROUGHING THE PASSER,Jeff Triplette,Defense
27,NYG,ILLEGAL USE OF HANDS,Jeff Triplette,Offense
85,BAL,UNNECESSARY ROUGHNESS,Jeff Triplette,Defense
43,BAL,ILLEGAL BLOCK ABOVE THE WAIST,Jeff Triplette,Offense
62,NYG,DEFENSIVE PASS INTERFERENCE,Jeff Triplette,Defense
38,BAL,DEFENSIVE PASS INTERFERENCE,Jeff Triplette,Defense
76,BAL,DELAY OF GAME,Jeff Triplette,Offense
26,BAL,DEFENSIVE OFFSIDE,Jeff Triplette,Defense
34,NYG,UNSPORTSMANLIKE CONDUCT,Jeff Triplette,Offense
98,BAL,DEFENSIVE HOLDING,Jeff Triplette,Defense
34,BAL,ILLEGAL USE OF HANDS,Walt Anderson,Defense
38,NYJ,OFFENSIVE HOLDING,Walt Anderson,Offense
29,BAL,ROUGHING THE PASSER,Walt Anderson,Defense
96,NYJ,DELAY OF GAME,Walt Anderson,Offense
47,NYJ,DELAY OF GAME,Walt Anderson,Offense
39,NYJ,FALSE START,Walt Anderson,Offense
44,BAL,OFFENSIVE HOLDING,Walt Anderson,Offense
49,BAL,FALSE START,Walt Anderson,Offense
20,BAL,UNNECESSARY ROUGHNESS,Pete Morelli,Defense
68,OAK,FALSE START,Pete Morelli,Offense
78,BAL,OFFENSIVE HOLDING,Pete Morelli,Offense
79,OAK,DEFENSIVE HOLDING,Pete Morelli,Defense
84,OAK,ENCROACHMENT,Pete Morelli,Defense
15,BAL,FALSE START,Pete Morelli,Offense
78,BAL,DEFENSIVE HOLDING,Pete Morelli,Defense
55,OAK,DEFENSIVE PASS INTERFERENCE,Pete Morelli,Defense
60,BAL,OFFENSIVE HOLDING,Pete Morelli,Offense
30,OAK,ILLEGAL CONTACT,Pete Morelli,Defense
68,OAK,FALSE START,Pete Morelli,Offense
25,BAL,DEFENSIVE PASS INTERFERENCE,Pete Morelli,Defense
20,BAL,FALSE START,Pete Morelli,Offense
71,BAL,DEFENSIVE PASS INTERFERENCE,Pete Morelli,Defense
68,OAK,DEFENSIVE 12 ON-FIELD,Pete Morelli,Defense
93,OAK,DEFENSIVE HOLDING,Pete Morelli,Defense
20,OAK,FALSE START,Pete Morelli,Offense
53,OAK,ILLEGAL CONTACT,Pete Morelli,Defense
46,BAL,ROUGHING THE PASSER,Pete Morelli,Defense
65,OAK,FALSE START,Pete Morelli,Offense
71,BAL,DEFENSIVE HOLDING,Pete Morelli,Defense
92,OAK,DEFENSIVE 12 ON-FIELD,Pete Morelli,Defense
52,OAK,OFFENSIVE HOLDING,Pete Morelli,Offense
87,OAK,UNNECESSARY ROUGHNESS,Pete Morelli,Defense
16,BAL,DEFENSIVE HOLDING,Pete Morelli,Defense
42,OAK,DEFENSIVE OFFSIDE,Pete Morelli,Defense
31,OAK,TAUNTING,Pete Morelli,Offense
83,BAL,DEFENSIVE HOLDING,Pete Morelli,Defense
24,OAK,ILLEGAL BLOCK ABOVE THE WAIST,Pete Morelli,Defense
35,BAL,UNNECESSARY ROUGHNESS,Ed Hochuli,Offense
80,OAK,UNNECESSARY ROUGHNESS,Ed Hochuli,Offense
8,OAK,DEFENSIVE HOLDING,Ed Hochuli,Defense
29,OAK,DELAY OF GAME,Ed Hochuli,Offense
38,BAL,OFFENSIVE HOLDING,Ed Hochuli,Offense
24,OAK,PLAYER OUT OF BOUNDS ON PUNT,Ed Hochuli,Offense
27,OAK,OFFENSIVE HOLDING,Ed Hochuli,Offense
22,BAL,FALSE START,Ed Hochuli,Offense
23,OAK,FALSE START,Ed Hochuli,Offense
47,OAK,OFFENSIVE HOLDING,Ed Hochuli,Offense
50,BAL,OFFENSIVE HOLDING,Ed Hochuli,Offense
95,BAL,OFFENSIVE HOLDING,Ed Hochuli,Offense
80,BAL,DEFENSIVE OFFSIDE,Ed Hochuli,Defense
47,BAL,OFFENSIVE HOLDING,Ed Hochuli,Offense
35,OAK,OFFENSIVE HOLDING,Ed Hochuli,Offense
49,OAK,DEFENSIVE PASS INTERFERENCE,Ed Hochuli,Defense
25,OAK,FALSE START,Ed Hochuli,Offense
28,BAL,OFFENSIVE PASS INTERFERENCE,Ed Hochuli,Offense
24,BAL,DEFENSIVE HOLDING,Ed Hochuli,Defense
20,OAK,OFFENSIVE PASS INTERFERENCE,Ed Hochuli,Offense
56,OAK,DEFENSIVE HOLDING,Ed Hochuli,Defense
62,BAL,OFFENSIVE HOLDING,Ed Hochuli,Offense
98,BAL,UNNECESSARY ROUGHNESS,Ed Hochuli,Offense
50,BAL,FAIR CATCH INTERFERENCE,Ed Hochuli,Offense
25,OAK,OFFENSIVE HOLDING,Brad Allen,Offense
91,OAK,DEFENSIVE OFFSIDE,Brad Allen,Defense
25,OAK,OFFENSIVE HOLDING,Brad Allen,Offense
54,BAL,FALSE START,Brad Allen,Offense
41,BAL,OFFENSIVE HOLDING,Craig Wrolstad,Offense
27,PHI,OFFENSIVE HOLDING,Craig Wrolstad,Offense
80,PHI,OFFENSIVE HOLDING,Craig Wrolstad,Offense
64,PHI,FACE MASK (15 YARDS),Craig Wrolstad,Defense
29,BAL,OFFENSIVE HOLDING,Craig Wrolstad,Defense
83,BAL,DEFENSIVE PASS INTERFERENCE,Craig Wrolstad,Defense
34,BAL,ILLEGAL CONTACT,Craig Wrolstad,Defense
29,PHI,OFFENSIVE PASS INTERFERENCE,Craig Wrolstad,Offense
41,PHI,DEFENSIVE PASS INTERFERENCE,Craig Wrolstad,Defense
39,BAL,UNNECESSARY ROUGHNESS,Craig Wrolstad,Defense
92,BAL,NEUTRAL ZONE INFRACTION,Craig Wrolstad,Defense
54,BAL,ILLEGAL CONTACT,Craig Wrolstad,Defense
85,PIT,UNNECESSARY ROUGHNESS,Ed Hochuli,Defense
98,PIT,UNNECESSARY ROUGHNESS,Ed Hochuli,Defense
20,BAL,OFFENSIVE HOLDING,Ed Hochuli,Offense
99,BAL,FALSE START,Ed Hochuli,Offense
63,BAL,FALSE START,Ed Hochuli,Offense
96,PIT,ENCROACHMENT,Ed Hochuli,Defense
64,PIT,INELIGIBLE DOWNFIELD PASS,Ed Hochuli,Offense
59,PIT,FACE MASK (15 YARDS),Ed Hochuli,Defense
21,BAL,ROUGHING THE PASSER,Ed Hochuli,Defense
21,PIT,OFFENSIVE HOLDING,Ed Hochuli,Offense
15,PIT,ILLEGAL USE OF HANDS,Ed Hochuli,Defense
64,PIT,FALSE START,Ed Hochuli,Offense
74,PIT,DEFENSIVE PASS INTERFERENCE,Ed Hochuli,Defense
42,BAL,NEUTRAL ZONE INFRACTION,Bill Vinovich,Defense
98,PIT,TAUNTING,Bill Vinovich,Defense
99,BAL,UNNECESSARY ROUGHNESS,Bill Vinovich,Offense
41,PIT,ILLEGAL USE OF HANDS,Bill Vinovich,Offense
28,BAL,UNNECESSARY ROUGHNESS,Bill Vinovich,Defense
98,PIT,UNNECESSARY ROUGHNESS,Bill Vinovich,Offense
8,BAL,DEFENSIVE OFFSIDE,Bill Vinovich,Defense
14,BAL,UNNECESSARY ROUGHNESS,Bill Vinovich,Defense
35,BAL,OFFENSIVE HOLDING,Bill Vinovich,Offense
97,PIT,DEFENSIVE PASS INTERFERENCE,Bill Vinovich,Defense
29,BAL,DEFENSIVE PASS INTERFERENCE,Bill Vinovich,Defense
22,BAL,DEFENSIVE PASS INTERFERENCE,Bill Vinovich,Defense
37,PIT,ROUGHING THE PASSER,Bill Vinovich,Defense
30,PIT,FALSE START,Bill Vinovich,Offense
12,BAL,PERSONAL FOUL,Bill Vinovich,Defense
73,BAL,DEFENSIVE HOLDING,Bill Vinovich,Defense
45,PIT,FALSE START,Bill Vinovich,Offense
20,BAL,UNNECESSARY ROUGHNESS,Clete Blakeman,Offense
20,BAL,FALSE START,Clete Blakeman,Offense
82,BAL,DEFENSIVE OFFSIDE,Clete Blakeman,Defense
20,PIT,FALSE START,Clete Blakeman,Offense
64,PIT,DEFENSIVE HOLDING,Clete Blakeman,Defense
89,BAL,ILLEGAL SHIFT,Clete Blakeman,Offense
69,BAL,ILLEGAL USE OF HANDS,Clete Blakeman,Defense
86,PIT,FALSE START,Clete Blakeman,Offense
7,PIT,PLAYER OUT OF BOUNDS ON PUNT,Clete Blakeman,Offense
37,BAL,FALSE START,Craig Wrolstad,Offense
25,BAL,NEUTRAL ZONE INFRACTION,Craig Wrolstad,Defense
33,BAL,DEFENSIVE PASS INTERFERENCE,Craig Wrolstad,Defense
99,PIT,UNSPORTSMANLIKE CONDUCT,Craig Wrolstad,Offense
45,BAL,UNNECESSARY ROUGHNESS,Craig Wrolstad,Offense
29,PIT,DELAY OF GAME,Craig Wrolstad,Offense
75,BAL,DEFENSIVE PASS INTERFERENCE,Craig Wrolstad,Defense
68,BAL,FALSE START,Craig Wrolstad,Offense
78,BAL,INTENTIONAL GROUNDING,Craig Wrolstad,Offense
54,BAL,FALSE START,Craig Wrolstad,Offense
92,BAL,DEFENSIVE PASS INTERFERENCE,Craig Wrolstad,Defense
18,PIT,FALSE START,Craig Wrolstad,Offense
99,BAL,DEFENSIVE OFFSIDE,Craig Wrolstad,Defense
32,BAL,FALSE START,Craig Wrolstad,Offense
45,BAL,OFFENSIVE HOLDING,Craig Wrolstad,Offense
35,PIT,ILLEGAL TOUCH KICK,John Hussey,Offense
65,BAL,ILLEGAL USE OF HANDS,John Hussey,Offense
70,PIT,FALSE START,John Hussey,Offense
33,PIT,NEUTRAL ZONE INFRACTION,John Hussey,Defense
64,PIT,DEFENSIVE 12 ON-FIELD,John Hussey,Defense
25,BAL,OFFENSIVE HOLDING,John Hussey,Offense
38,BAL,DEFENSIVE HOLDING,John Hussey,Defense
83,BAL,ILLEGAL SHIFT,John Hussey,Offense
32,PIT,ILLEGAL USE OF HANDS,John Hussey,Defense
35,PIT,OFFSIDE ON FREE KICK,John Hussey,Offense
41,BAL,UNNECESSARY ROUGHNESS,John Hussey,Offense
25,PIT,FALSE START,John Hussey,Offense
33,BAL,UNNECESSARY ROUGHNESS,John Hussey,Defense
12,PIT,FACE MASK (15 YARDS),John Hussey,Defense
