YardLine,PenaltyTeam,PenaltyType,Referee,TeamType
14,NE,DEFENSIVE 12 ON-FIELD,Craig Wrolstad,Defense
48,MIA,UNNECESSARY ROUGHNESS,Craig Wrolstad,Defense
36,MIA,ILLEGAL USE OF HANDS,Craig Wrolstad,Defense
70,NE,OFFENSIVE HOLDING,Craig Wrolstad,Offense
25,MIA,OFFENSIVE HOLDING,Craig Wrolstad,Offense
68,NE,DEFENSIVE PASS INTERFERENCE,Craig Wrolstad,Defense
71,NE,OFFENSIVE HOLDING,Craig Wrolstad,Offense
62,MIA,DEFENSIVE OFFSIDE,John Parry,Defense
26,NE,OFFENSIVE HOLDING,John Parry,Offense
76,NE,UNSPORTSMANLIKE CONDUCT,John Parry,Offense
63,MIA,DEFENSIVE PASS INTERFERENCE,John Parry,Defense
28,NE,OFFENSIVE HOLDING,John Parry,Defense
92,MIA,UNSPORTSMANLIKE CONDUCT,John Parry,Offense
48,MIA,ILLEGAL USE OF HANDS,John Parry,Defense
46,NE,OFFENSIVE HOLDING,John Parry,Defense
57,MIA,ILLEGAL SHIFT,John Parry,Offense
88,MIA,ENCROACHMENT,John Parry,Defense
29,NE,FALSE START,John Parry,Offense
6,NE,FACE MASK (15 YARDS),John Parry,Offense
27,MIA,FALSE START,John Parry,Offense
22,MIA,OFFENSIVE HOLDING,John Parry,Offense
94,MIA,ILLEGAL MOTION,John Parry,Offense
31,MIA,FALSE START,John Parry,Offense
23,NE,OFFENSIVE HOLDING,John Parry,Offense
98,MIA,FACE MASK (15 YARDS),John Parry,Defense
48,MIA,FACE MASK (15 YARDS),Ronald Torbert,Defense
29,MIA,OFFENSIVE HOLDING,Ronald Torbert,Offense
71,NE,FALSE START,Ronald Torbert,Offense
26,MIA,ILLEGAL BLOCK ABOVE THE WAIST,Ronald Torbert,Offense
85,NE,DELAY OF GAME,Ronald Torbert,Offense
39,MIA,DEFENSIVE HOLDING,Ronald Torbert,Defense
66,NE,DELAY OF GAME,Ronald Torbert,Offense
60,MIA,NEUTRAL ZONE INFRACTION,Ronald Torbert,Defense
45,NE,FALSE START,Ronald Torbert,Offense
32,NE,FALSE START,Ronald Torbert,Offense
51,NE,OFFENSIVE PASS INTERFERENCE,Ronald Torbert,Offense
71,MIA,DISQUALIFICATION,Ronald Torbert,Defense
56,NE,DEFENSIVE PASS INTERFERENCE,Ronald Torbert,Defense
30,MIA,DEFENSIVE HOLDING,Ronald Torbert,Defense
99,NE,ILLEGAL MOTION,Pete Morelli,Offense
15,MIA,ILLEGAL BLOCK ABOVE THE WAIST,Pete Morelli,Defense
77,MIA,DEFENSIVE PASS INTERFERENCE,Pete Morelli,Defense
40,NE,DEFENSIVE PASS INTERFERENCE,Pete Morelli,Defense
20,MIA,UNSPORTSMANLIKE CONDUCT,Pete Morelli,Offense
27,NE,DEFENSIVE PASS INTERFERENCE,Pete Morelli,Defense
29,NE,NEUTRAL ZONE INFRACTION,Pete Morelli,Defense
24,MIA,NEUTRAL ZONE INFRACTION,Pete Morelli,Defense
61,MIA,ROUGHING THE PASSER,Pete Morelli,Defense
48,MIA,OFFENSIVE HOLDING,Pete Morelli,Offense
22,NE,OFFENSIVE HOLDING,Pete Morelli,Defense
57,NE,FALSE START,Pete Morelli,Offense
84,MIA,OFFENSIVE HOLDING,Pete Morelli,Offense
17,NE,NEUTRAL ZONE INFRACTION,Pete Morelli,Defense
15,MIA,DEFENSIVE PASS INTERFERENCE,Pete Morelli,Defense
95,NE,OFFENSIVE HOLDING,Pete Morelli,Offense
22,NE,OFFENSIVE HOLDING,Pete Morelli,Offense
20,NE,UNNECESSARY ROUGHNESS,NA,Defense
50,MIA,OFFENSIVE HOLDING,NA,Offense
38,MIA,FALSE START,NA,Offense
38,NE,DEFENSIVE PASS INTERFERENCE,NA,Defense
49,MIA,DEFENSIVE HOLDING,NA,Defense
82,MIA,DEFENSIVE OFFSIDE,NA,Defense
29,MIA,DEFENSIVE HOLDING,NA,Defense
70,MIA,DEFENSIVE OFFSIDE,NA,Defense
36,MIA,ILLEGAL CONTACT,NA,Defense
37,NE,OFFENSIVE HOLDING,NA,Offense
45,NE,DELAY OF GAME,NA,Offense
40,MIA,OFFENSIVE HOLDING,NA,Offense
29,MIA,UNSPORTSMANLIKE CONDUCT,NA,Offense
40,MIA,DEFENSIVE PASS INTERFERENCE,NA,Defense
25,MIA,UNNECESSARY ROUGHNESS,NA,Offense
41,NE,OFFENSIVE HOLDING,NA,Offense
25,NE,DEFENSIVE HOLDING,NA,Defense
15,MIA,DEFENSIVE OFFSIDE,Ed Hochuli,Defense
48,MIA,ILLEGAL FORMATION,Ed Hochuli,Offense
39,NO,FALSE START,Ed Hochuli,Offense
10,MIA,ILLEGAL BLOCK ABOVE THE WAIST,Ed Hochuli,Defense
34,NO,ILLEGAL MOTION,Ed Hochuli,Offense
25,NO,UNSPORTSMANLIKE CONDUCT,Ed Hochuli,Offense
57,MIA,OFFENSIVE PASS INTERFERENCE,Ed Hochuli,Offense
13,MIA,OFFENSIVE PASS INTERFERENCE,Ed Hochuli,Offense
45,NO,OFFENSIVE HOLDING,Ed Hochuli,Defense
45,MIA,ROUGHING THE PASSER,Ed Hochuli,Defense
32,NO,OFFENSIVE HOLDING,Ed Hochuli,Defense
35,NO,OFFENSIVE HOLDING,Ed Hochuli,Offense
83,NO,OFFENSIVE HOLDING,Ed Hochuli,Offense
65,NO,DELAY OF GAME,Ed Hochuli,Offense
69,MIA,DEFENSIVE HOLDING,Ed Hochuli,Defense
29,MIA,DELAY OF GAME,Ed Hochuli,Offense
31,MIA,ILLEGAL USE OF HANDS,Ed Hochuli,Defense
58,MIA,OFFENSIVE HOLDING,Ed Hochuli,Offense
62,NO,FACE MASK (15 YARDS),Ed Hochuli,Offense
60,MIA,FALSE START,Ed Hochuli,Offense
83,MIA,NEUTRAL ZONE INFRACTION,Ed Hochuli,Defense
22,MIA,FACE MASK (15 YARDS),Ed Hochuli,Offense
50,NO,DEFENSIVE HOLDING,Ed Hochuli,Defense
23,MIA,ILLEGAL SHIFT,Craig Wrolstad,Offense
69,MIA,OFFENSIVE HOLDING,Craig Wrolstad,Offense
58,MIA,FALSE START,Craig Wrolstad,Offense
10,NYG,OFFENSIVE PASS INTERFERENCE,Craig Wrolstad,Offense
85,NYG,UNNECESSARY ROUGHNESS,Craig Wrolstad,Offense
26,MIA,ILLEGAL USE OF HANDS,Craig Wrolstad,Offense
52,MIA,UNNECESSARY ROUGHNESS,Craig Wrolstad,Offense
32,MIA,ROUGHING THE PASSER,Craig Wrolstad,Defense
74,NYG,ENCROACHMENT,Craig Wrolstad,Defense
36,MIA,FACE MASK (15 YARDS),Craig Wrolstad,Defense
39,MIA,OFFENSIVE HOLDING,Craig Wrolstad,Offense
25,MIA,ROUGHING THE PASSER,Craig Wrolstad,Defense
39,MIA,FALSE START,Craig Wrolstad,Offense
25,MIA,NEUTRAL ZONE INFRACTION,Craig Wrolstad,Defense
18,MIA,DEFENSIVE PASS INTERFERENCE,Craig Wrolstad,Defense
98,NYJ,ILLEGAL FORMATION,Jerome Boger,Offense
52,NYJ,ILLEGAL BLOCK ABOVE THE WAIST,Jerome Boger,Offense
51,MIA,FALSE START,Jerome Boger,Offense
50,MIA,DEFENSIVE HOLDING,Jerome Boger,Defense
71,NYJ,UNNECESSARY ROUGHNESS,Jerome Boger,Defense
59,NYJ,FALSE START,Jerome Boger,Offense
11,NYJ,OFFENSIVE HOLDING,Jerome Boger,Offense
46,NYJ,DEFENSIVE HOLDING,Jerome Boger,Defense
20,MIA,DEFENSIVE HOLDING,Jerome Boger,Defense
23,MIA,LOW BLOCK,Jerome Boger,Offense
39,MIA,OFFENSIVE HOLDING,Jerome Boger,Offense
40,NYJ,FALSE START,Ronald Torbert,Offense
45,NYJ,OFFENSIVE HOLDING,Ronald Torbert,Defense
38,MIA,INELIGIBLE DOWNFIELD PASS,Ronald Torbert,Offense
52,MIA,UNNECESSARY ROUGHNESS,Ronald Torbert,Defense
34,MIA,FALSE START,Ronald Torbert,Offense
21,NYJ,OFFENSIVE HOLDING,Ronald Torbert,Defense
31,NYJ,ILLEGAL BLOCK ABOVE THE WAIST,Ronald Torbert,Defense
43,NYJ,DEFENSIVE OFFSIDE,Ronald Torbert,Defense
4,NYJ,DEFENSIVE HOLDING,Ronald Torbert,Offense
53,NYJ,DEFENSIVE PASS INTERFERENCE,Ronald Torbert,Defense
52,MIA,OFFENSIVE HOLDING,Ronald Torbert,Offense
34,MIA,ROUGHING THE PASSER,Craig Wrolstad,Defense
27,MIA,FALSE START,Craig Wrolstad,Offense
45,NYJ,DEFENSIVE OFFSIDE,Craig Wrolstad,Defense
59,MIA,OFFENSIVE PASS INTERFERENCE,Craig Wrolstad,Offense
18,MIA,ILLEGAL SHIFT,Craig Wrolstad,Offense
22,MIA,OFFENSIVE HOLDING,Craig Wrolstad,Offense
51,MIA,TRIPPING,Craig Wrolstad,Offense
33,NYJ,OFFENSIVE HOLDING,Craig Wrolstad,Defense
18,NYJ,DEFENSIVE HOLDING,Craig Wrolstad,Defense
25,MIA,OFFENSIVE HOLDING,Craig Wrolstad,Offense
32,MIA,ILLEGAL FORMATION,Craig Wrolstad,Offense
73,MIA,FALSE START,Craig Wrolstad,Offense
98,MIA,NEUTRAL ZONE INFRACTION,Craig Wrolstad,Defense
59,NYJ,DEFENSIVE 12 ON-FIELD,Craig Wrolstad,Defense
17,NYJ,ROUGHING THE PASSER,Craig Wrolstad,Defense
54,NYJ,ILLEGAL MOTION,Craig Wrolstad,Offense
32,MIA,DEFENSIVE HOLDING,Craig Wrolstad,Defense
98,MIA,OFFENSIVE PASS INTERFERENCE,Craig Wrolstad,Offense
27,NYJ,OFFENSIVE HOLDING,Craig Wrolstad,Offense
91,MIA,UNSPORTSMANLIKE CONDUCT,Craig Wrolstad,Offense
30,NYJ,UNNECESSARY ROUGHNESS,Craig Wrolstad,Defense
31,NYJ,OFFENSIVE HOLDING,Craig Wrolstad,Offense
96,NYJ,DEFENSIVE HOLDING,Craig Wrolstad,Defense
33,NYJ,DELAY OF GAME,Craig Wrolstad,Offense
43,NYJ,FALSE START,Craig Wrolstad,Offense
31,NYJ,DEFENSIVE PASS INTERFERENCE,Craig Wrolstad,Defense
45,NYJ,FALSE START,Craig Wrolstad,Offense
35,MIA,OFFENSIVE HOLDING,Craig Wrolstad,Defense
19,MIA,FALSE START,Craig Wrolstad,Offense
67,NYJ,OFFENSIVE HOLDING,Craig Wrolstad,Offense
58,MIA,ROUGHING THE PASSER,Craig Wrolstad,Defense
60,NYJ,DEFENSIVE HOLDING,Craig Wrolstad,Defense
45,MIA,RUNNING INTO THE KICKER,Craig Wrolstad,Defense
25,MIA,NEUTRAL ZONE INFRACTION,Craig Wrolstad,Defense
29,NYJ,ILLEGAL BLOCK ABOVE THE WAIST,Craig Wrolstad,Defense
70,NYJ,DEFENSIVE PASS INTERFERENCE,Craig Wrolstad,Defense
35,MIA,OFFENSIVE HOLDING,Craig Wrolstad,Defense
47,NYJ,DELAY OF GAME,Craig Wrolstad,Offense
34,NYJ,DEFENSIVE PASS INTERFERENCE,Craig Wrolstad,Defense
32,MIA,FALSE START,Craig Wrolstad,Offense
74,NYJ,ENCROACHMENT,Bill Vinovich,Defense
30,NYJ,OFFENSIVE HOLDING,Bill Vinovich,Offense
35,MIA,DEFENSIVE HOLDING,Bill Vinovich,Defense
23,MIA,ILLEGAL CONTACT,Bill Vinovich,Defense
33,MIA,FALSE START,Bill Vinovich,Offense
60,MIA,OFFENSIVE PASS INTERFERENCE,Bill Vinovich,Offense
52,NYJ,FALSE START,Bill Vinovich,Offense
34,NYJ,OFFENSIVE HOLDING,Bill Vinovich,Offense
67,NYJ,FALSE START,Bill Vinovich,Offense
40,MIA,CHOP BLOCK,Bill Vinovich,Offense
72,NYJ,FALSE START,Bill Vinovich,Offense
79,NYJ,OFFENSIVE HOLDING,Bill Vinovich,Offense
50,MIA,OFFENSIVE HOLDING,Bill Vinovich,Offense
51,MIA,ILLEGAL SHIFT,Bill Vinovich,Offense
79,MIA,NEUTRAL ZONE INFRACTION,Bill Vinovich,Defense
60,MIA,FALSE START,Bill Vinovich,Offense
66,NYJ,TAUNTING,Walt Coleman,Defense
85,NYJ,FALSE START,Walt Coleman,Offense
28,NYJ,UNNECESSARY ROUGHNESS,Walt Coleman,Defense
52,NYJ,UNNECESSARY ROUGHNESS,Walt Coleman,Defense
25,MIA,ENCROACHMENT,Walt Coleman,Defense
25,MIA,ILLEGAL FORMATION,Walt Coleman,Offense
13,NYJ,PLAYER OUT OF BOUNDS ON PUNT,Walt Coleman,Offense
43,NYJ,NEUTRAL ZONE INFRACTION,Walt Coleman,Defense
14,NYJ,OFFENSIVE HOLDING,Walt Coleman,Offense
32,MIA,DEFENSIVE PASS INTERFERENCE,Walt Coleman,Defense
94,MIA,ILLEGAL FORMATION,Walt Coleman,Offense
90,NYJ,FALSE START,Walt Coleman,Offense
55,MIA,ILLEGAL USE OF HANDS,Walt Coleman,Offense
10,MIA,DEFENSIVE PASS INTERFERENCE,Walt Coleman,Defense
13,MIA,ILLEGAL BLOCK ABOVE THE WAIST,Walt Coleman,Defense
47,NYJ,NEUTRAL ZONE INFRACTION,Walt Coleman,Defense
35,MIA,HORSE COLLAR TACKLE,Walt Coleman,Defense
31,NYJ,FALSE START,Walt Coleman,Offense
53,NYJ,DEFENSIVE PASS INTERFERENCE,Walt Coleman,Defense
35,NYJ,OFFSIDE ON FREE KICK,Walt Coleman,Offense
48,MIA,DEFENSIVE HOLDING,Walt Coleman,Defense
53,MIA,ROUGHING THE PASSER,Walt Coleman,Defense
52,MIA,UNNECESSARY ROUGHNESS,Pete Morelli,Defense
53,MIA,FALSE START,Pete Morelli,Offense
35,NYJ,DEFENSIVE PASS INTERFERENCE,Pete Morelli,Defense
41,NYJ,ILLEGAL FORMATION,Pete Morelli,Offense
12,MIA,ILLEGAL SHIFT,Pete Morelli,Offense
44,MIA,NEUTRAL ZONE INFRACTION,Pete Morelli,Defense
36,MIA,UNNECESSARY ROUGHNESS,Pete Morelli,Defense
67,MIA,DEFENSIVE OFFSIDE,Pete Morelli,Defense
22,NYJ,OFFENSIVE HOLDING,Pete Morelli,Offense
50,MIA,NEUTRAL ZONE INFRACTION,Pete Morelli,Defense
25,NYJ,ILLEGAL USE OF HANDS,Pete Morelli,Offense
57,MIA,INTENTIONAL GROUNDING,Pete Morelli,Offense
19,MIA,FALSE START,Pete Morelli,Offense
80,MIA,NEUTRAL ZONE INFRACTION,Pete Morelli,Defense
30,MIA,DEFENSIVE PASS INTERFERENCE,Terry McAulay,Defense
34,MIA,FALSE START,Terry McAulay,Offense
7,NYJ,OFFENSIVE HOLDING,Terry McAulay,Defense
45,NYJ,TAUNTING,Terry McAulay,Defense
37,NYJ,OFFENSIVE HOLDING,Terry McAulay,Offense
22,MIA,ILLEGAL BLOCK ABOVE THE WAIST,Terry McAulay,Offense
37,MIA,ILLEGAL FORWARD PASS,Terry McAulay,Defense
17,NYJ,DEFENSIVE HOLDING,Terry McAulay,Defense
44,NYJ,OFFENSIVE PASS INTERFERENCE,Terry McAulay,Offense
39,MIA,NEUTRAL ZONE INFRACTION,Terry McAulay,Defense
97,NYJ,DEFENSIVE HOLDING,Terry McAulay,Defense
72,MIA,ILLEGAL FORMATION,Terry McAulay,Defense
39,MIA,FALSE START,Terry McAulay,Offense
44,NYJ,FALSE START,Terry McAulay,Offense
93,NYJ,ILLEGAL SUBSTITUTION,Terry McAulay,Defense
72,NYJ,OFFENSIVE HOLDING,Terry McAulay,Offense
10,NYJ,ROUGHING THE PASSER,Terry McAulay,Defense
34,MIA,ENCROACHMENT,Terry McAulay,Defense
62,NYJ,OFFENSIVE HOLDING,Terry McAulay,Offense
31,NYJ,UNNECESSARY ROUGHNESS,Walt Coleman,Offense
68,NYJ,FACE MASK (15 YARDS),Walt Coleman,Defense
46,NYJ,DEFENSIVE HOLDING,Walt Coleman,Defense
41,NYJ,OFFENSIVE HOLDING,Walt Coleman,Offense
24,MIA,ILLEGAL USE OF HANDS,Walt Coleman,Defense
44,MIA,ILLEGAL FORMATION,Walt Coleman,Offense
44,NYJ,DEFENSIVE PASS INTERFERENCE,Walt Coleman,Defense
72,MIA,ILLEGAL BLOCK ABOVE THE WAIST,Walt Coleman,Offense
44,MIA,OFFENSIVE HOLDING,Walt Coleman,Offense
15,MIA,ILLEGAL BLOCK ABOVE THE WAIST,Walt Coleman,Defense
17,NYJ,FALSE START,Walt Coleman,Offense
97,MIA,OFFENSIVE PASS INTERFERENCE,Walt Coleman,Offense
95,NYJ,DEFENSIVE HOLDING,Walt Coleman,Defense
24,MIA,FALSE START,Walt Coleman,Offense
29,NYJ,ROUGHING THE PASSER,Walt Coleman,Defense
22,MIA,FALSE START,Walt Coleman,Offense
16,NYJ,UNSPORTSMANLIKE CONDUCT,Walt Coleman,Offense
78,MIA,FACE MASK (15 YARDS),Walt Coleman,Defense
50,MIA,ILLEGAL BLOCK ABOVE THE WAIST,Walt Coleman,Offense
40,NYJ,DEFENSIVE HOLDING,Walt Coleman,Defense
51,MIA,ILLEGAL USE OF HANDS,Walt Coleman,Defense
25,NYJ,FALSE START,Walt Coleman,Offense
40,NYJ,ILLEGAL MOTION,Walt Coleman,Offense
51,NYJ,OFFENSIVE HOLDING,Walt Coleman,Offense
51,NYJ,FACE MASK (15 YARDS),Brad Allen,Defense
67,NYJ,DEFENSIVE HOLDING,Brad Allen,Defense
45,MIA,DEFENSIVE HOLDING,Brad Allen,Defense
25,NYJ,ILLEGAL BLOCK ABOVE THE WAIST,Brad Allen,Defense
70,NYJ,FALSE START,Brad Allen,Offense
40,NYJ,DEFENSIVE HOLDING,Brad Allen,Defense
35,MIA,DEFENSIVE OFFSIDE,Brad Allen,Defense
72,MIA,ILLEGAL CONTACT,Brad Allen,Defense
75,NYJ,FALSE START,Brad Allen,Offense
15,NYJ,FALSE START,Brad Allen,Offense
32,MIA,FACE MASK (15 YARDS),Walt Coleman,Defense
36,NYJ,ILLEGAL BLOCK ABOVE THE WAIST,Walt Coleman,Defense
56,NYJ,UNNECESSARY ROUGHNESS,Walt Coleman,Offense
31,NYJ,FALSE START,Walt Coleman,Offense
41,MIA,OFFENSIVE PASS INTERFERENCE,Walt Coleman,Offense
47,MIA,FACE MASK (15 YARDS),Walt Coleman,Defense
35,MIA,DELAY OF GAME,Walt Coleman,Offense
74,MIA,OFFENSIVE HOLDING,Walt Coleman,Offense
73,NYJ,DELAY OF GAME,Walt Coleman,Offense
58,NYJ,OFFENSIVE HOLDING,Walt Coleman,Offense
98,OAK,PERSONAL FOUL,NA,Offense
43,OAK,INTENTIONAL GROUNDING,NA,Offense
35,OAK,OFFENSIVE HOLDING,NA,Offense
23,OAK,FALSE START,NA,Offense
29,OAK,FALSE START,NA,Offense
35,OAK,PERSONAL FOUL,NA,Offense
26,OAK,FALSE START,NA,Offense
84,MIA,OFFENSIVE PASS INTERFERENCE,NA,Offense
80,MIA,OFFENSIVE HOLDING,NA,Offense
22,OAK,ENCROACHMENT,NA,Defense
74,MIA,ILLEGAL FORMATION,NA,Offense
95,OAK,DEFENSIVE HOLDING,NA,Defense
40,MIA,FALSE START,NA,Offense
31,MIA,FALSE START,NA,Offense
37,OAK,ENCROACHMENT,NA,Defense
79,MIA,DEFENSIVE PASS INTERFERENCE,Terry McAulay,Defense
29,OAK,UNNECESSARY ROUGHNESS,Terry McAulay,Defense
67,OAK,OFFENSIVE HOLDING,Terry McAulay,Offense
38,OAK,OFFENSIVE HOLDING,Terry McAulay,Offense
35,MIA,UNNECESSARY ROUGHNESS,Terry McAulay,Defense
31,MIA,DEFENSIVE OFFSIDE,Terry McAulay,Defense
43,OAK,ILLEGAL MOTION,Terry McAulay,Offense
46,OAK,UNNECESSARY ROUGHNESS,Terry McAulay,Offense
87,OAK,FALSE START,Terry McAulay,Offense
42,MIA,ILLEGAL FORMATION,Terry McAulay,Offense
35,MIA,OFFENSIVE HOLDING,Terry McAulay,Defense
26,OAK,ENCROACHMENT,Terry McAulay,Defense
45,MIA,OFFENSIVE HOLDING,Terry McAulay,Offense
62,MIA,OFFENSIVE HOLDING,Terry McAulay,Offense
48,MIA,OFFENSIVE HOLDING,Terry McAulay,Offense
15,MIA,FALSE START,Terry McAulay,Offense
41,OAK,OFFENSIVE HOLDING,Terry McAulay,Defense
55,MIA,OFFENSIVE HOLDING,Terry McAulay,Offense
25,MIA,OFFENSIVE HOLDING,Terry McAulay,Offense
36,OAK,UNNECESSARY ROUGHNESS,Terry McAulay,Defense
37,MIA,OFFENSIVE HOLDING,Terry McAulay,Offense
18,OAK,ROUGHING THE PASSER,Terry McAulay,Defense
99,MIA,UNNECESSARY ROUGHNESS,NA,Defense
4,OAK,ILLEGAL BLOCK ABOVE THE WAIST,NA,Offense
35,OAK,UNNECESSARY ROUGHNESS,NA,Defense
74,MIA,OFFENSIVE HOLDING,NA,Offense
35,OAK,ILLEGAL FORMATION,NA,Offense
75,MIA,OFFENSIVE PASS INTERFERENCE,NA,Offense
66,MIA,OFFENSIVE HOLDING,NA,Offense
11,OAK,ILLEGAL USE OF HANDS,NA,Defense
32,OAK,ILLEGAL BLOCK ABOVE THE WAIST,NA,Defense
43,MIA,OFFENSIVE HOLDING,NA,Offense
37,OAK,ILLEGAL BLOCK ABOVE THE WAIST,NA,Defense
34,OAK,NEUTRAL ZONE INFRACTION,NA,Defense
98,OAK,FALSE START,NA,Offense
82,MIA,ILLEGAL SUBSTITUTION,NA,Defense
41,MIA,DISQUALIFICATION,NA,Defense
17,MIA,DEFENSIVE PASS INTERFERENCE,NA,Defense
23,MIA,OFFENSIVE PASS INTERFERENCE,NA,Offense
3,MIA,FALSE START,NA,Offense
51,OAK,DELAY OF GAME,NA,Offense
99,MIA,ENCROACHMENT,NA,Defense
60,PHI,OFFENSIVE HOLDING,Terry McAulay,Offense
12,MIA,DEFENSIVE PASS INTERFERENCE,Terry McAulay,Defense
27,PHI,OFFENSIVE HOLDING,Terry McAulay,Offense
1,MIA,FALSE START,Terry McAulay,Offense
92,PHI,ENCROACHMENT,Terry McAulay,Defense
31,PHI,ILLEGAL BLOCK ABOVE THE WAIST,Terry McAulay,Defense
2,MIA,FALSE START,Terry McAulay,Offense
42,PHI,OFFENSIVE HOLDING,Terry McAulay,Offense
31,MIA,NEUTRAL ZONE INFRACTION,Terry McAulay,Defense
34,MIA,DEFENSIVE HOLDING,Terry McAulay,Defense
79,PHI,DEFENSIVE HOLDING,Terry McAulay,Defense
27,PHI,DEFENSIVE HOLDING,Terry McAulay,Defense
80,PHI,FALSE START,Terry McAulay,Offense
78,PHI,ILLEGAL SHIFT,Terry McAulay,Offense
33,PHI,OFFENSIVE HOLDING,Terry McAulay,Offense
19,MIA,ROUGHING THE PASSER,Terry McAulay,Defense
3,MIA,TAUNTING,Terry McAulay,Defense
34,MIA,ILLEGAL USE OF HANDS,Terry McAulay,Defense
80,PHI,DEFENSIVE OFFSIDE,Terry McAulay,Defense
45,PHI,ILLEGAL BLOCK ABOVE THE WAIST,Terry McAulay,Offense
25,PIT,OFFENSIVE HOLDING,Ed Hochuli,Offense
99,MIA,UNSPORTSMANLIKE CONDUCT,Ed Hochuli,Offense
85,MIA,LEVERAGE,Ed Hochuli,Defense
99,MIA,ILLEGAL FORMATION,Ed Hochuli,Offense
38,PIT,OFFENSIVE HOLDING,Ed Hochuli,Offense
37,PIT,FALSE START,Ed Hochuli,Offense
48,PIT,OFFENSIVE HOLDING,Ed Hochuli,Offense
93,MIA,OFFENSIVE HOLDING,Ed Hochuli,Offense
35,MIA,UNNECESSARY ROUGHNESS,Ed Hochuli,Offense
39,MIA,FALSE START,Ed Hochuli,Offense
36,MIA,UNNECESSARY ROUGHNESS,Ed Hochuli,Defense
39,PIT,OFFENSIVE HOLDING,Ed Hochuli,Offense
35,MIA,UNSPORTSMANLIKE CONDUCT,Ed Hochuli,Offense
25,PIT,UNNECESSARY ROUGHNESS,Ed Hochuli,Defense
41,PIT,UNNECESSARY ROUGHNESS,Ed Hochuli,Defense
20,PIT,ILLEGAL BLOCK ABOVE THE WAIST,Ed Hochuli,Defense
26,MIA,ILLEGAL BLOCK ABOVE THE WAIST,John Hussey,Defense
18,MIA,ILLEGAL BLOCK ABOVE THE WAIST,John Hussey,Defense
12,SEA,OFFENSIVE HOLDING,John Hussey,Offense
20,SEA,OFFENSIVE HOLDING,John Hussey,Offense
49,SEA,ILLEGAL SHIFT,John Hussey,Offense
28,MIA,ROUGHING THE PASSER,John Hussey,Defense
31,SEA,ILLEGAL BLOCK ABOVE THE WAIST,John Hussey,Defense
42,SEA,OFFENSIVE HOLDING,John Hussey,Offense
38,MIA,FALSE START,John Hussey,Offense
31,SEA,UNNECESSARY ROUGHNESS,John Hussey,Defense
19,MIA,OFFENSIVE HOLDING,John Hussey,Offense
33,SEA,FALSE START,John Hussey,Offense
39,SEA,OFFENSIVE HOLDING,John Hussey,Defense
87,MIA,OFFENSIVE HOLDING,Ronald Torbert,Offense
25,MIA,DEFENSIVE PASS INTERFERENCE,Ronald Torbert,Defense
35,MIA,OFFENSIVE HOLDING,Ronald Torbert,Defense
45,SF,DELAY OF GAME,Ronald Torbert,Offense
55,SF,OFFENSIVE HOLDING,Ronald Torbert,Offense
20,SF,OFFENSIVE HOLDING,Ronald Torbert,Offense
65,MIA,DELAY OF GAME,Ronald Torbert,Offense
36,SF,OFFENSIVE HOLDING,Ronald Torbert,Offense
90,SF,FACE MASK (15 YARDS),Ronald Torbert,Offense
38,SF,FACE MASK (15 YARDS),Ronald Torbert,Offense
30,SF,FALSE START,Ronald Torbert,Offense
76,SF,DEFENSIVE HOLDING,Ronald Torbert,Defense
21,SF,DEFENSIVE HOLDING,Ronald Torbert,Defense
35,TB,OFFENSIVE HOLDING,Tony Corrente,Defense
22,MIA,FALSE START,Tony Corrente,Offense
34,MIA,DEFENSIVE HOLDING,Tony Corrente,Defense
16,TB,ILLEGAL BLOCK ABOVE THE WAIST,Tony Corrente,Defense
31,MIA,FALSE START,Tony Corrente,Offense
23,MIA,FALSE START,Tony Corrente,Offense
1,MIA,OFFENSIVE HOLDING,Tony Corrente,Defense
26,MIA,OFFENSIVE HOLDING,Tony Corrente,Offense
75,TB,OFFENSIVE HOLDING,Tony Corrente,Offense
28,MIA,OFFENSIVE HOLDING,Tony Corrente,Defense
97,MIA,FALSE START,Tony Corrente,Offense
22,MIA,OFFENSIVE HOLDING,Tony Corrente,Offense
15,TB,OFFENSIVE HOLDING,Tony Corrente,Offense
10,TB,TAUNTING,Tony Corrente,Defense
35,MIA,OFFENSIVE HOLDING,Tony Corrente,Defense
99,MIA,OFFENSIVE PASS INTERFERENCE,Tony Corrente,Offense
25,MIA,OFFENSIVE HOLDING,Tony Corrente,Offense
2,TB,DELAY OF GAME,Tony Corrente,Offense
65,MIA,FALSE START,Tony Corrente,Offense
91,MIA,UNNECESSARY ROUGHNESS,Tony Corrente,Offense
92,MIA,UNNECESSARY ROUGHNESS,Tony Corrente,Defense
81,TB,DEFENSIVE PASS INTERFERENCE,Tony Corrente,Defense
41,TB,ILLEGAL BLOCK ABOVE THE WAIST,Tony Corrente,Offense
25,MIA,FACE MASK (15 YARDS),Tony Corrente,Offense
92,MIA,FALSE START,Tony Corrente,Offense
56,TB,OFFENSIVE HOLDING,Tony Corrente,Defense
93,MIA,DELAY OF GAME,Jeff Triplette,Offense
73,TEN,DEFENSIVE OFFSIDE,Jeff Triplette,Defense
31,MIA,ILLEGAL BLOCK ABOVE THE WAIST,Jeff Triplette,Defense
26,MIA,OFFENSIVE HOLDING,Jeff Triplette,Offense
74,TEN,DEFENSIVE OFFSIDE,Jeff Triplette,Defense
